Listening for gaze data, press any key to exit...
640,8, 347,5
640,8, 347,5
608,3, 351,7
589,9, 350,1
588,0, 331,8
577,1, 301,8
583,1, 299,1
583,5, 305,0
582,0, 304,9
659,3, 354,6
659,3, 354,6
659,3, 354,6
659,3, 354,6
1188,5, 583,5
1347,2, 664,0
1379,5, 667,8
1456,2, 696,5
1454,6, 692,7
1456,1, 683,0
1262,9, 2761,2
1234,0, 2547,4
2411,8, 2542,6
2212,3, 2599,8
2195,7, 2605,7
2191,1, 2594,0
2135,8, 2641,6
2142,6, 2642,1
2137,6, 2603,1
2130,2, 2526,4
2128,1, 2477,2
2155,0, 2476,7
2161,8, 2485,1
2173,2, 2516,3
2202,2, 2562,6
2251,1, 2598,1
2260,7, 2601,3
2261,8, 2629,3
2268,1, 2672,6
2255,2, 2620,9
2254,5, 2619,3
2241,3, 2632,5
2236,2, 2564,4
2240,0, 2613,3
2249,8, 2622,2
2246,0, 2629,7
2238,1, 2626,3
2214,7, 2602,0
2002,9, 2211,4
1984,0, 2174,4
1658,9, 1588,2
1183,6, 735,0
1187,0, 747,2
1188,7, 743,7
1198,3, 760,2
1193,2, 743,8
1192,5, 731,8
1180,0, 703,8
1163,8, 713,1
1153,4, 714,1
1062,8, 703,0
873,0, 666,1
16,3, 469,9
35,3, 474,9
34,7, 477,3
31,1, 470,4
53,5, 483,9
231,5, 535,0
286,8, 555,9
353,7, 576,0
564,6, 627,9
875,9, 703,2
988,1, 728,7
1107,5, 756,0
1439,2, 832,2
1434,2, 829,9
1585,0, 857,9
1674,0, 874,6
1676,4, 864,0
1670,8, 868,1
1680,6, 855,2
1737,1, 1226,4
1724,8, 1142,3
1803,8, 1638,7
1845,7, 1944,7
1851,8, 2040,1
1860,1, 2075,8
1872,2, 2197,6
450,4, -37,8
468,7, -48,7
468,7, -48,7
570,2, 69,0
561,4, 65,5
529,1, 23,5
491,0, -22,3
509,0, -0,6
475,6, -40,3
282,2, -227,6
768,7, 47,0
740,9, 132,9
2503,0, 3019,9
2503,0, 3019,9
2560,5, 3016,8
2549,2, 3017,4
2576,1, 3088,2
2518,3, 3115,6
2506,3, 3117,6
2480,6, 3109,6
2459,1, 3049,5
2448,8, 3005,2
2131,7, 2293,7
2077,4, 2191,5
1356,2, 789,9
1259,0, 678,2
1238,1, 655,4
1220,5, 641,2
1190,7, 601,0
1098,4, 465,7
1128,0, 488,2
1126,9, 479,9
1118,9, 460,0
1128,8, 465,4
1121,2, 460,6
1053,5, 460,0
963,8, 426,7
812,0, 377,1
213,9, -158,4
109,8, -178,8
-42,9, 660,4
69,4, 568,3
173,0, 614,4
508,1, 808,5
530,6, 783,6
402,4, 683,6
581,8, 822,7
871,2, 1037,3
869,4, 1035,0
852,3, 1052,1
843,4, 1047,8
845,3, 1050,9
782,9, 1058,2
712,7, 1060,4
464,9, 1065,6
128,9, 1074,1
107,0, 1091,2
64,4, 1093,2
99,3, 1099,6
24,0, 1089,2
-148,3, 1090,1
-170,2, 1097,2
-140,3, 1095,1
-148,8, 1104,7
-127,7, 1101,4
-137,0, 1110,3
-157,6, 1111,6
-190,2, 1116,6
-188,0, 1117,8
-178,0, 1157,8
-169,0, 1157,5
-161,4, 1155,8
-147,3, 1165,1
-258,3, 1179,0
-296,6, 1181,5
-306,5, 1158,9
-220,3, 1158,8
-187,9, 1156,3
1661,9, 287,6
1567,4, -1,9
1710,4, -10,7
2187,9, 1835,5
2241,1, 2170,1
2488,7, 1495,8
2599,8, 1064,2
2559,6, 1197,8
2660,4, 897,2
2677,0, 894,8
2695,7, 881,3
2703,2, 873,9
2699,5, 873,5
2708,9, 870,7
2701,9, 873,8
2690,3, 869,9
2672,9, 879,7
2671,8, 874,2
2695,7, 855,5
2726,9, 864,3
2812,1, 888,9
3275,5, 899,4
3297,4, 905,9
3474,3, 908,0
3618,8, 906,1
3588,0, 913,6
3587,5, 913,7
3540,9, 931,4
3512,4, 936,9
3384,1, 974,7
3364,8, 967,6
3358,0, 966,7
3328,3, 978,8
3285,3, 997,4
3264,9, 1006,6
3235,2, 1016,2
3245,4, 1002,3
3245,3, 973,8
3240,2, 957,0
3240,9, 949,2
3240,4, 939,6
3234,6, 945,7
3237,3, 943,1
3209,5, 970,8
3127,1, 966,1
2754,0, 933,4
2544,8, 917,7
2408,3, 883,7
2352,9, 906,9
2358,8, 901,6
2367,8, 888,7
2351,4, 896,8
2356,0, 882,4
2353,6, 875,6
2252,3, 846,7
2294,8, 866,1
1672,0, 820,8
1290,9, 821,3
1166,8, 816,7
957,5, 813,8
651,6, 806,6
599,7, 801,5
587,2, 792,7
583,1, 788,7
583,6, 790,9
583,4, 790,9
588,6, 792,5
616,8, 792,7
623,8, 786,3
623,3, 880,9
664,2, 883,3
2170,5, 2333,8
2193,8, 2279,3
2219,4, 2316,7
2205,8, 2299,1
2237,8, 2338,3
2246,5, 2340,0
2243,5, 2336,6
2253,4, 2321,2
2273,8, 2346,4
2264,1, 2338,6
2329,2, 2465,3
2344,5, 2491,2
2410,0, 2611,1
2434,0, 2662,9
2436,7, 2666,8
2432,4, 2688,1
2425,0, 2695,0
2415,3, 2702,6
2420,5, 2696,6
2463,7, 2643,5
2492,1, 2435,5
2512,8, 2445,0
2610,5, 1864,8
2661,8, 1517,9
3213,6, 124,6
3229,1, 90,6
3229,1, 90,6
3232,5, 91,4
3255,5, 96,4
3262,7, 98,0
3503,9, -136,3
3498,7, -146,9
3500,0, -130,9
3520,4, -126,6
3528,5, -79,7
3462,0, 311,1
3468,9, 335,6
3442,1, 352,5
