Listening for gaze data, press any key to exit...
1297,7, 644,1
1277,2, 633,2
1288,1, 645,8
1286,1, 636,5
1278,1, 637,2
1275,1, 633,7
1272,8, 628,1
1266,4, 620,3
1262,7, 620,9
1255,8, 617,6
1259,0, 616,1
1272,2, 622,4
1275,7, 629,0
1282,1, 615,7
1272,8, 596,2
1251,7, 570,6
1272,1, 610,1
1263,7, 584,2
1272,4, 587,4
1278,0, 596,5
1285,1, 567,8
1268,4, 573,3
1262,1, 588,0
1257,7, 576,7
1251,8, 559,7
1245,7, 542,5
1280,3, 581,6
1271,4, 573,3
1276,2, 579,2
1498,8, 296,7
1668,1, 92,3
1653,6, 107,2
1658,2, 100,5
1646,6, 109,2
1666,5, 84,9
1667,3, 85,7
1672,0, 87,5
1674,4, 101,1
1688,0, 113,8
1688,0, 113,8
576,6, 382,8
276,3, 502,0
47,2, 573,5
32,8, 585,9
52,6, 607,3
144,7, 665,7
117,8, 640,3
172,3, 687,2
189,7, 685,9
217,1, 687,9
216,2, 688,9
211,6, 684,4
217,1, 685,5
363,4, 782,2
566,3, 914,2
793,0, 1023,0
1323,0, 1250,2
1318,1, 1244,0
1446,2, 1329,4
1466,3, 1345,9
1526,8, 1340,5
1534,3, 1362,0
1545,9, 1367,3
1540,6, 1359,0
1544,6, 1360,1
1542,5, 1338,5
1542,7, 1302,9
1545,5, 1276,7
1549,2, 1252,9
1557,3, 1198,2
1591,6, 1022,0
1597,2, 985,4
1580,7, 985,3
1560,2, 950,8
1570,5, 920,2
1582,3, 913,6
1583,8, 926,5
1580,0, 919,3
1567,9, 923,3
1565,5, 950,9
1567,5, 951,9
1564,9, 950,1
1570,3, 941,0
1566,9, 945,9
1560,6, 949,5
1550,2, 943,2
1737,0, 1348,6
1738,7, 1354,1
1741,0, 1368,1
1748,4, 1383,3
1730,9, 1385,0
1741,2, 1398,5
1717,6, 1382,3
1695,7, 1450,4
1683,6, 1434,4
1688,5, 1443,4
1708,1, 1447,2
1708,1, 1407,7
1699,8, 1406,9
1706,1, 868,9
1698,8, 409,9
1694,9, 301,0
1693,3, 333,7
1693,0, 368,7
1697,6, 73,4
1699,7, 64,3
1700,4, 61,2
1700,3, 69,2
1698,0, 75,8
1702,8, 76,6
1692,8, 61,5
1698,8, 63,5
1694,6, 53,9
1707,9, 55,7
1698,2, 1379,2
1741,9, 1389,3
1759,9, 1424,4
1755,5, 1507,8
1752,8, 1497,2
1750,1, 1505,6
1741,0, 1509,4
1723,6, 1470,3
1709,1, 1444,6
1720,5, 1429,3
1728,3, 1412,4
1726,3, 1439,3
1712,0, 1436,3
1714,7, 1421,3
1713,5, 1428,7
1724,3, 1423,6
1788,4, 1396,8
1785,0, 1396,0
1779,9, 1401,0
1861,7, 1558,6
1960,1, 1839,5
1949,4, 1806,0
1958,6, 1881,8
1962,1, 1903,4
1955,3, 2015,6
1951,5, 2067,5
1953,3, 2075,3
1957,8, 2103,8
1957,6, 2131,6
1985,7, 2143,4
1921,9, 2062,4
2088,7, 2532,8
2097,3, 2542,7
2105,1, 2554,7
2115,2, 2572,4
2145,2, 2633,7
2144,9, 2637,2
2151,5, 2586,2
2152,2, 2582,9
2138,4, 2545,1
2103,5, 2470,4
2105,7, 2463,5
2126,9, 2550,6
2132,2, 2542,3
2136,0, 2542,7
2138,1, 2584,3
2141,7, 2626,3
2136,9, 2666,3
2131,6, 2685,0
2127,2, 2686,8
2107,1, 2678,9
2108,8, 2678,0
2053,5, 2668,0
1794,0, 2602,4
1875,6, 2631,5
1707,9, 2730,0
1536,6, 2775,8
1445,5, 2844,9
1435,7, 2850,5
1426,2, 2819,1
1417,1, 2819,9
1388,9, 2847,2
1387,5, 2855,6
1387,1, 2870,9
1381,8, 2872,4
1381,6, 2868,3
1382,4, 2833,7
1390,2, 2810,2
1399,5, 2721,1
1409,3, 2621,5
1409,3, 2611,4
1413,8, 2610,2
1419,8, 2593,4
1423,8, 2594,2
1398,7, 2651,7
1404,4, 2654,6
1368,3, 2715,0
1314,9, 2770,2
1324,3, 2756,4
1317,2, 2693,8
1288,2, 2741,1
1288,2, 2741,1
1300,1, 1093,2
1302,9, 957,1
1309,6, 757,8
1311,8, 673,6
1313,8, 659,7
1322,8, 496,9
1323,8, 478,8
1336,5, 485,6
1342,8, 497,5
1338,3, 499,3
1340,3, 511,2
1342,3, 506,0
1347,5, 490,0
1352,0, 475,5
1364,2, 471,1
1361,6, 470,5
1525,9, 738,9
1538,0, 805,9
1537,1, 838,4
1538,1, 847,1
1543,6, 858,0
1534,7, 886,7
1537,4, 882,2
1536,5, 881,9
1542,1, 873,0
1561,3, 772,4
1575,6, 714,2
1644,9, 421,0
1629,4, 497,4
1667,3, 337,3
1727,4, 124,4
1719,6, 134,4
1719,6, 134,4
1679,5, 33,8
1692,0, 11,5
1691,2, 8,6
1688,6, 17,5
1687,6, 31,4
1699,9, 81,8
1696,9, 73,5
1696,0, 115,0
1695,7, 181,9
1695,1, 193,9
1680,4, 161,8
1688,5, 140,1
1689,1, 143,1
1671,5, 113,2
1666,5, 97,2
1670,3, 96,1
1604,1, 91,8
931,6, 101,4
977,5, 100,6
781,8, 98,4
476,4, 88,4
182,8, 78,1
187,7, 99,2
191,2, 124,8
191,2, 133,3
200,1, 137,8
202,3, 146,1
196,7, 149,2
195,3, 154,0
184,0, 155,7
119,0, 141,8
